	0	1	2
136	0.4	0.1	0.01
137	0.5	0.1	0.01
138	0.6	0.1	0.01
139	0.7	0.1	0.01
140	0.8	0.1	0.01
141	0.9	0.1	0.01
142	1.0	0.1	0.01
143	0.0	0.2	0.01
144	0.1	0.2	0.01
145	0.2	0.2	0.01
146	0.3	0.2	0.01
147	0.4	0.2	0.01
148	0.5	0.2	0.01
149	0.6	0.2	0.01
150	0.7	0.2	0.01
151	0.8	0.2	0.01
152	0.9	0.2	0.01
153	1.0	0.2	0.01
154	0.0	0.3	0.01
155	0.1	0.3	0.01
156	0.2	0.3	0.01
157	0.3	0.3	0.01
158	0.4	0.3	0.01
159	0.5	0.3	0.01
160	0.6	0.3	0.01
161	0.7	0.3	0.01
162	0.8	0.3	0.01
163	0.9	0.3	0.01
164	1.0	0.3	0.01
165	0.0	0.4	0.01
166	0.1	0.4	0.01
167	0.2	0.4	0.01
168	0.3	0.4	0.01
169	0.4	0.4	0.01
170	0.5	0.4	0.01
171	0.6	0.4	0.01
172	0.7	0.4	0.01
173	0.8	0.4	0.01
174	0.9	0.4	0.01
175	1.0	0.4	0.01
176	0.0	0.5	0.01
177	0.1	0.5	0.01
178	0.2	0.5	0.01
179	0.3	0.5	0.01
180	0.4	0.5	0.01
181	0.5	0.5	0.01
182	0.6	0.5	0.01
183	0.7	0.5	0.01
184	0.8	0.5	0.01
185	0.9	0.5	0.01
186	1.0	0.5	0.01
187	0.0	0.6	0.01
188	0.1	0.6	0.01
189	0.2	0.6	0.01
190	0.3	0.6	0.01
191	0.4	0.6	0.01
192	0.5	0.6	0.01
193	0.6	0.6	0.01
194	0.7	0.6	0.01
195	0.8	0.6	0.01
196	0.9	0.6	0.01
197	1.0	0.6	0.01
198	0.0	0.7	0.01
199	0.1	0.7	0.01
200	0.2	0.7	0.01
201	0.3	0.7	0.01
202	0.4	0.7	0.01
203	0.5	0.7	0.01
204	0.6	0.7	0.01
205	0.7	0.7	0.01
206	0.8	0.7	0.01
207	0.9	0.7	0.01
208	1.0	0.7	0.01
209	0.0	0.8	0.01
210	0.1	0.8	0.01
211	0.2	0.8	0.01
212	0.3	0.8	0.01
213	0.4	0.8	0.01
214	0.5	0.8	0.01
215	0.6	0.8	0.01
216	0.7	0.8	0.01
217	0.8	0.8	0.01
218	0.9	0.8	0.01
219	1.0	0.8	0.01
220	0.0	0.9	0.01
221	0.1	0.9	0.01
222	0.2	0.9	0.01
223	0.3	0.9	0.01
224	0.4	0.9	0.01
225	0.5	0.9	0.01
226	0.6	0.9	0.01
227	0.7	0.9	0.01
228	0.8	0.9	0.01
229	0.9	0.9	0.01
230	1.0	0.9	0.01
231	0.0	1.0	0.01
232	0.1	1.0	0.01
233	0.2	1.0	0.01
234	0.3	1.0	0.01
235	0.4	1.0	0.01
236	0.5	1.0	0.01
237	0.6	1.0	0.01
238	0.7	1.0	0.01
239	0.8	1.0	0.01
240	0.9	1.0	0.01
241	1.0	1.0	0.01
242	1.1	0.0	0.0
243	1.2	0.0	0.0
244	1.3	0.0	0.0
245	1.4	0.0	0.0
246	1.5	0.0	0.0
247	1.6	0.0	0.0
248	1.7	0.0	0.0
249	1.8	0.0	0.0
250	1.9	0.0	0.0
251	2.0	0.0	0.0
252	1.1	0.1	0.0
253	1.2	0.1	0.0
254	1.3	0.1	0.0
255	1.4	0.1	0.0
256	1.5	0.1	0.0
257	1.6	0.1	0.0
258	1.7	0.1	0.0
259	1.8	0.1	0.0
260	1.9	0.1	0.0
261	2.0	0.1	0.0
262	1.1	0.2	0.0
263	1.2	0.2	0.0
264	1.3	0.2	0.0
265	1.4	0.2	0.0
266	1.5	0.2	0.0
267	1.6	0.2	0.0
268	1.7	0.2	0.0
269	1.8	0.2	0.0
270	1.9	0.2	0.0
271	2.0	0.2	0.0
272	1.1	0.3	0.0
273	1.2	0.3	0.0
274	1.3	0.3	0.0
275	1.4	0.3	0.0
276	1.5	0.3	0.0
277	1.6	0.3	0.0
278	1.7	0.3	0.0
279	1.8	0.3	0.0
280	1.9	0.3	0.0
281	2.0	0.3	0.0
282	1.1	0.4	0.0
283	1.2	0.4	0.0
284	1.3	0.4	0.0
285	1.4	0.4	0.0
286	1.5	0.4	0.0
287	1.6	0.4	0.0
288	1.7	0.4	0.0
289	1.8	0.4	0.0
290	1.9	0.4	0.0
291	2.0	0.4	0.0
292	1.1	0.5	0.0
293	1.2	0.5	0.0
294	1.3	0.5	0.0
295	1.4	0.5	0.0
296	1.5	0.5	0.0
297	1.6	0.5	0.0
298	1.7	0.5	0.0
299	1.8	0.5	0.0
300	1.9	0.5	0.0
301	2.0	0.5	0.0
302	1.1	0.6	0.0
303	1.2	0.6	0.0
304	1.3	0.6	0.0
305	1.4	0.6	0.0
306	1.5	0.6	0.0
307	1.6	0.6	0.0
308	1.7	0.6	0.0
309	1.8	0.6	0.0
310	1.9	0.6	0.0
311	2.0	0.6	0.0
312	1.1	0.7	0.0
313	1.2	0.7	0.0
314	1.3	0.7	0.0
315	1.4	0.7	0.0
316	1.5	0.7	0.0
317	1.6	0.7	0.0
318	1.7	0.7	0.0
319	1.8	0.7	0.0
320	1.9	0.7	0.0
321	2.0	0.7	0.0
322	1.1	0.8	0.0
323	1.2	0.8	0.0
324	1.3	0.8	0.0
325	1.4	0.8	0.0
326	1.5	0.8	0.0
327	1.6	0.8	0.0
328	1.7	0.8	0.0
329	1.8	0.8	0.0
330	1.9	0.8	0.0
331	2.0	0.8	0.0
332	1.1	0.9	0.0
333	1.2	0.9	0.0
334	1.3	0.9	0.0
335	1.4	0.9	0.0
336	1.5	0.9	0.0
337	1.6	0.9	0.0
338	1.7	0.9	0.0
339	1.8	0.9	0.0
340	1.9	0.9	0.0
341	2.0	0.9	0.0
342	1.1	1.0	0.0
343	1.2	1.0	0.0
344	1.3	1.0	0.0
345	1.4	1.0	0.0
346	1.5	1.0	0.0
347	1.6	1.0	0.0
348	1.7	1.0	0.0
349	1.8	1.0	0.0
350	1.9	1.0	0.0
351	2.0	1.0	0.0
352	1.1	0.0	0.01
353	1.2	0.0	0.01
354	1.3	0.0	0.01
355	1.4	0.0	0.01
356	1.5	0.0	0.01
357	1.6	0.0	0.01
358	1.7	0.0	0.01
359	1.8	0.0	0.01
360	1.9	0.0	0.01
361	2.0	0.0	0.01
362	1.1	0.1	0.01
363	1.2	0.1	0.01
364	1.3	0.1	0.01
365	1.4	0.1	0.01
366	1.5	0.1	0.01
367	1.6	0.1	0.01
368	1.7	0.1	0.01
369	1.8	0.1	0.01
370	1.9	0.1	0.01
371	2.0	0.1	0.01
372	1.1	0.2	0.01
373	1.2	0.2	0.01
374	1.3	0.2	0.01
375	1.4	0.2	0.01
376	1.5	0.2	0.01
377	1.6	0.2	0.01
378	1.7	0.2	0.01
379	1.8	0.2	0.01
380	1.9	0.2	0.01
381	2.0	0.2	0.01
382	1.1	0.3	0.01
383	1.2	0.3	0.01
384	1.3	0.3	0.01
385	1.4	0.3	0.01
386	1.5	0.3	0.01
387	1.6	0.3	0.01
388	1.7	0.3	0.01
389	1.8	0.3	0.01
390	1.9	0.3	0.01
391	2.0	0.3	0.01
392	1.1	0.4	0.01
393	1.2	0.4	0.01
394	1.3	0.4	0.01
395	1.4	0.4	0.01
396	1.5	0.4	0.01
397	1.6	0.4	0.01
398	1.7	0.4	0.01
399	1.8	0.4	0.01
400	1.9	0.4	0.01
401	2.0	0.4	0.01
402	1.1	0.5	0.01
403	1.2	0.5	0.01
404	1.3	0.5	0.01
405	1.4	0.5	0.01
406	1.5	0.5	0.01
407	1.6	0.5	0.01
408	1.7	0.5	0.01
409	1.8	0.5	0.01
410	1.9	0.5	0.01
411	2.0	0.5	0.01
412	1.1	0.6	0.01
413	1.2	0.6	0.01
414	1.3	0.6	0.01
415	1.4	0.6	0.01
416	1.5	0.6	0.01
417	1.6	0.6	0.01
418	1.7	0.6	0.01
419	1.8	0.6	0.01
420	1.9	0.6	0.01
421	2.0	0.6	0.01
422	1.1	0.7	0.01
423	1.2	0.7	0.01
424	1.3	0.7	0.01
425	1.4	0.7	0.01
426	1.5	0.7	0.01
427	1.6	0.7	0.01
428	1.7	0.7	0.01
429	1.8	0.7	0.01
430	1.9	0.7	0.01
431	2.0	0.7	0.01
432	1.1	0.8	0.01
433	1.2	0.8	0.01
434	1.3	0.8	0.01
435	1.4	0.8	0.01
436	1.5	0.8	0.01
437	1.6	0.8	0.01
438	1.7	0.8	0.01
439	1.8	0.8	0.01
440	1.9	0.8	0.01
441	2.0	0.8	0.01
442	1.1	0.9	0.01
443	1.2	0.9	0.01
444	1.3	0.9	0.01
445	1.4	0.9	0.01
446	1.5	0.9	0.01
447	1.6	0.9	0.01
448	1.7	0.9	0.01
449	1.8	0.9	0.01
450	1.9	0.9	0.01
451	2.0	0.9	0.01
452	1.1	1.0	0.01
453	1.2	1.0	0.01
454	1.3	1.0	0.01
455	1.4	1.0	0.01
456	1.5	1.0	0.01
457	1.6	1.0	0.01
458	1.7	1.0	0.01
459	1.8	1.0	0.01
460	1.9	1.0	0.01
461	2.0	1.0	0.01
462	2.1	0.0	0.0
463	2.2	0.0	0.0
464	2.3	0.0	0.0
465	2.4	0.0	0.0
466	2.5	0.0	0.0
467	2.6	0.0	0.0
468	2.7	0.0	0.0
469	2.8	0.0	0.0
470	2.9	0.0	0.0
471	3.0	0.0	0.0
472	2.1	0.1	0.0
473	2.2	0.1	0.0
474	2.3	0.1	0.0
475	2.4	0.1	0.0
476	2.5	0.1	0.0
477	2.6	0.1	0.0
478	2.7	0.1	0.0
479	2.8	0.1	0.0
480	2.9	0.1	0.0
481	3.0	0.1	0.0
482	2.1	0.2	0.0
483	2.2	0.2	0.0
484	2.3	0.2	0.0
485	2.4	0.2	0.0
486	2.5	0.2	0.0
487	2.6	0.2	0.0
488	2.7	0.2	0.0
489	2.8	0.2	0.0
490	2.9	0.2	0.0
491	3.0	0.2	0.0
492	2.1	0.3	0.0
493	2.2	0.3	0.0
494	2.3	0.3	0.0
495	2.4	0.3	0.0
496	2.5	0.3	0.0
497	2.6	0.3	0.0
498	2.7	0.3	0.0
499	2.8	0.3	0.0
500	2.9	0.3	0.0
501	3.0	0.3	0.0
502	2.1	0.4	0.0
503	2.2	0.4	0.0
504	2.3	0.4	0.0
505	2.4	0.4	0.0
506	2.5	0.4	0.0
507	2.6	0.4	0.0
508	2.7	0.4	0.0
509	2.8	0.4	0.0
510	2.9	0.4	0.0
511	3.0	0.4	0.0
512	2.1	0.5	0.0
513	2.2	0.5	0.0
514	2.3	0.5	0.0
515	2.4	0.5	0.0
516	2.5	0.5	0.0
517	2.6	0.5	0.0
518	2.7	0.5	0.0
519	2.8	0.5	0.0
520	2.9	0.5	0.0
521	3.0	0.5	0.0
522	2.1	0.6	0.0
523	2.2	0.6	0.0
524	2.3	0.6	0.0
525	2.4	0.6	0.0
526	2.5	0.6	0.0
527	2.6	0.6	0.0
528	2.7	0.6	0.0
529	2.8	0.6	0.0
530	2.9	0.6	0.0
531	3.0	0.6	0.0
532	2.1	0.7	0.0
533	2.2	0.7	0.0
534	2.3	0.7	0.0
535	2.4	0.7	0.0
536	2.5	0.7	0.0
537	2.6	0.7	0.0
538	2.7	0.7	0.0
539	2.8	0.7	0.0
540	2.9	0.7	0.0
541	3.0	0.7	0.0
542	2.1	0.8	0.0
543	2.2	0.8	0.0
544	2.3	0.8	0.0
545	2.4	0.8	0.0
546	2.5	0.8	0.0
547	2.6	0.8	0.0
548	2.7	0.8	0.0
549	2.8	0.8	0.0
550	2.9	0.8	0.0
551	3.0	0.8	0.0
552	2.1	0.9	0.0
553	2.2	0.9	0.0
554	2.3	0.9	0.0
555	2.4	0.9	0.0
556	2.5	0.9	0.0
557	2.6	0.9	0.0
558	2.7	0.9	0.0
559	2.8	0.9	0.0
560	2.9	0.9	0.0
561	3.0	0.9	0.0
562	2.1	1.0	0.0
563	2.2	1.0	0.0
564	2.3	1.0	0.0
565	2.4	1.0	0.0
566	2.5	1.0	0.0
567	2.6	1.0	0.0
568	2.7	1.0	0.0
569	2.8	1.0	0.0
570	2.9	1.0	0.0
571	3.0	1.0	0.0
572	2.1	0.0	0.01
573	2.2	0.0	0.01
574	2.3	0.0	0.01
575	2.4	0.0	0.01
576	2.5	0.0	0.01
577	2.6	0.0	0.01
578	2.7	0.0	0.01
579	2.8	0.0	0.01
580	2.9	0.0	0.01
581	3.0	0.0	0.01
582	2.1	0.1	0.01
583	2.2	0.1	0.01
584	2.3	0.1	0.01
585	2.4	0.1	0.01
586	2.5	0.1	0.01
587	2.6	0.1	0.01
588	2.7	0.1	0.01
589	2.8	0.1	0.01
590	2.9	0.1	0.01
591	3.0	0.1	0.01
592	2.1	0.2	0.01
593	2.2	0.2	0.01
594	2.3	0.2	0.01
595	2.4	0.2	0.01
596	2.5	0.2	0.01
597	2.6	0.2	0.01
598	2.7	0.2	0.01
599	2.8	0.2	0.01
600	2.9	0.2	0.01
601	3.0	0.2	0.01
602	2.1	0.3	0.01
603	2.2	0.3	0.01
604	2.3	0.3	0.01
605	2.4	0.3	0.01
606	2.5	0.3	0.01
607	2.6	0.3	0.01
608	2.7	0.3	0.01
609	2.8	0.3	0.01
610	2.9	0.3	0.01
611	3.0	0.3	0.01
612	2.1	0.4	0.01
613	2.2	0.4	0.01
614	2.3	0.4	0.01
615	2.4	0.4	0.01
616	2.5	0.4	0.01
617	2.6	0.4	0.01
618	2.7	0.4	0.01
619	2.8	0.4	0.01
620	2.9	0.4	0.01
621	3.0	0.4	0.01
622	2.1	0.5	0.01
623	2.2	0.5	0.01
624	2.3	0.5	0.01
625	2.4	0.5	0.01
626	2.5	0.5	0.01
627	2.6	0.5	0.01
628	2.7	0.5	0.01
629	2.8	0.5	0.01
630	2.9	0.5	0.01
631	3.0	0.5	0.01
632	2.1	0.6	0.01
633	2.2	0.6	0.01
634	2.3	0.6	0.01
635	2.4	0.6	0.01
636	2.5	0.6	0.01
637	2.6	0.6	0.01
638	2.7	0.6	0.01
639	2.8	0.6	0.01
640	2.9	0.6	0.01
641	3.0	0.6	0.01
642	2.1	0.7	0.01
643	2.2	0.7	0.01
644	2.3	0.7	0.01
645	2.4	0.7	0.01
646	2.5	0.7	0.01
647	2.6	0.7	0.01
648	2.7	0.7	0.01
649	2.8	0.7	0.01
650	2.9	0.7	0.01
651	3.0	0.7	0.01
652	2.1	0.8	0.01
653	2.2	0.8	0.01
654	2.3	0.8	0.01
655	2.4	0.8	0.01
656	2.5	0.8	0.01
657	2.6	0.8	0.01
658	2.7	0.8	0.01
659	2.8	0.8	0.01
660	2.9	0.8	0.01
661	3.0	0.8	0.01
662	2.1	0.9	0.01
663	2.2	0.9	0.01
664	2.3	0.9	0.01
665	2.4	0.9	0.01
666	2.5	0.9	0.01
667	2.6	0.9	0.01
668	2.7	0.9	0.01
669	2.8	0.9	0.01
670	2.9	0.9	0.01
671	3.0	0.9	0.01
672	2.1	1.0	0.01
673	2.2	1.0	0.01
674	2.3	1.0	0.01
675	2.4	1.0	0.01
676	2.5	1.0	0.01
677	2.6	1.0	0.01
678	2.7	1.0	0.01
679	2.8	1.0	0.01
680	2.9	1.0	0.01
681	3.0	1.0	0.01
